file	segment	sent	Prompt	Thesis	dim3	dim4_Syntax	dim5
2020_MLa_415_2.docx	Introductory material	Nowasays, there are a lot of sports programs on TV and many people like to watch it.					H
2020_MLa_415_2.docx	Introductory material	But there is an opinion, that wathing sports on TV is a waste of time.					H
2020_MLa_415_2.docx	Thesis	I like spots, but i think, if you are really love it, you will do it, but not watch on TV.					L
2020_MLa_415_2.docx	Thesis	There is no result of only watching sports.					L
2020_MLa_415_2.docx	Argument	Firstly, sport is an activity to improve your health, phisically situation.					L
2020_MLa_415_2.docx	Elaboration	It has a lot of benefits only then, when you are doing it.					H
2020_MLa_415_2.docx	Elaboration	Some people think, that with TV they will learn the nessusary tecnics or exersises they need.					L
2020_MLa_415_2.docx	Elaboration	But it better to learn witch the practise.					L
2020_MLa_415_2.docx	Elaboration	Moreover, I do not think that famous sportsmen watch sports shows instead of trainings.					L
2020_MLa_415_2.docx	Argument	On the other hand, some people say, that watching sports helps them to relaks after the hard day.					H
2020_MLa_415_2.docx	Argument	But I think, if they will go to the gim, it will better not only for their brain, but for body and health at all.					L
2020_MLa_415_2.docx	Conclusion	So, at the end I would like to say, that doing sports is much better than loosing time watchig it on TV.					L
2020_MLa_416_2.docx	Thesis	Nowadays a lot of people think that sports take our free time and we do not need to watch them.					H
2020_MLa_416_2.docx	Thesis	This essay agrees with this point of view.					L
2020_MLa_416_2.docx	Thesis	Firstly, this essay will touch such aspect as the limit of time in out modern world and, secondly, it will show how sports impact on people.					L
2020_MLa_416_2.docx	Introductory material	Firstly, time has its own value and it is very limitless.					L
2020_MLa_416_2.docx	Introductory material	In our modern world people are very busy, working or studying everyday, so there is always not ehough time for doing some useful things or even learn something new.					L
2020_MLa_416_2.docx	Argument	Sertanly, it is much better to spend some time with your family or friends, to read a book of to go to the art gallery in your free time, rather than watching sports.					L
2020_MLa_416_2.docx	Argument	All this things can really help you to know something interesting and new and broaden your mind.					L
2020_MLa_416_2.docx	Elaboration	"For example, in Russia we even have a quote ""Time is money"", which means that you should do as much useful things as possible when you have some free time."					L
2020_MLa_416_2.docx	Argument	Secondly, watching sports has a very huge impact on your mental health, which can lead to varios negative ramifications.					L
2020_MLa_416_2.docx	Elaboration	A lot of people, mostly men, while cheering for theit favourite sport teams, can lose their pacience and start to get angrier, which can cause quarels or even fights between the watchers.					H
2020_MLa_416_2.docx	Elaboration	For example, in 2013 at the football match between Barcelona and Manchester two men began to fight and one of them died in a hospital later.					H
2020_MLa_416_2.docx	Conclusion	In conclusion, I would like to say that nowadays we have very limitless amount of time and we cannot waste it on watching sport games, which also can be very dangerous, because it lead to fights between the watchers.					H
2020_MLa_417_2.docx	Thesis	It is argued that people should not watch sports games neither on TV nor in real life because it ts useless.					H
2020_MLa_417_2.docx	Thesis	I disagree with this opinion for several reasons.					L
2020_MLa_417_2.docx	Argument	First of all, watching sports games can be really motivational for children and teenagers who still do not know what to do in the future.					L
2020_MLa_417_2.docx	Elaboration	There are a lot of world famous sport champions who started as simple sport fans but then decided to be do sport themselves.					H
2020_MLa_417_2.docx	Elaboration	So just like that, a regular hobby, such as simply watching sports, can help someone to discover their passion.					H
2020_MLa_417_2.docx	Elaboration	For instance, Oxford's research shows that most of the current Olympic champions where once sport fans who just enjoyed watching sports with their family and friends.					H
2020_MLa_417_2.docx	Argument	Moreover, watching sports events together is one of the best ways to communicate with other people and find new friends.					H
2020_MLa_417_2.docx	Elaboration	It is common for people to bond over their hobbies and it is espesialy common to sports fans, who are very vocal about their favorite team or player.					H
2020_MLa_417_2.docx	Elaboration	Visiting sports games together or just watching it on TV gives people a reason to talk and to discuss something they care about, which brings them closer.					H
2020_MLa_417_2.docx	Elaboration	For example, Stanford's research provides information that family members who watch something together (for example sports) are more close to each other than famiy members who do not.					H
2020_MLa_417_2.docx	Conclusion	To sumerize, whatching sports is not useless, because it may motivate someone to do sport and it also may bring people together.					L
2020_MLa_418_2.docx	Thesis	It is argued that watching sports is a waste of time.					H
2020_MLa_418_2.docx	Thesis	This essay disagree with that suggestion completely because of the benefits it brings to people.					L
2020_MLa_418_2.docx	Thesis	The essay will first look at how watching sports can help people develop soft skills and then discuss how these activity are valued by trainers.					H
2020_MLa_418_2.docx	Argument	Firstly, watching sports is not a waste of time because people can develop their soft skills such as attention, memory, fortitude and self-discipline.					H
2020_MLa_418_2.docx	Elaboration	These skills help people to go to do sports, keep their fit, and lead healthy lifestyle.					H
2020_MLa_418_2.docx	Elaboration	For example, I personally watched football on TV and after that I became more self-disciplined and choose football as my future profession.					H
2020_MLa_418_2.docx	Argument	Secondly, many trainers increasinglly looking for these type of experience.					L
2020_MLa_418_2.docx	Elaboration	Most people who come to do sports, such as football, basketball, hockey, tennis do not know how to begin.					L
2020_MLa_418_2.docx	Elaboration	But people who watching sports on TV or at live sports events know all movement, commands and history of these type of sport.					H
2020_MLa_418_2.docx	Elaboration	For instance, the main footballer of Russia Artem Dzuba watched all football matches on TV and live from early childhood.					H
2020_MLa_418_2.docx	Elaboration	Now he is the famoust russian footballer.					H
2020_MLa_418_2.docx	Elaboration	His trainer always knew that he will be the footballer.					L
2020_MLa_418_2.docx	Conclusion	In conclusion, I would like to emphasize that watching spots it is not a waste of time because it will help develop your character and it will also can hepl with trainers because they will know that you aware of sports.					H
2020_MLa_419_2.docx	Thesis	It is often argued that the people, who like a sport and like to watch it on TV or at live, they do not know valuable of time.					H
2020_MLa_419_2.docx	Thesis	I disagree with this opinion and i believe that watching a sport is a very interesting and useful hobbe and people who are watch a sport more happy.					H
2020_MLa_419_2.docx	Argument	It is clear that any sport helps people give a new information about this sport and the can use this information in the real life.					H
2020_MLa_419_2.docx	Argument	Moreover, sport helps people remember ner rulers of this sport and people can train ther memory, this people can speak of this sphere with other people.					H
2020_MLa_419_2.docx	Argument	other people understand thar this man or women has a wide a horisont.					L
2020_MLa_419_2.docx	Elaboration	For example, according to recent recearch by Oxsford university people who is interested sport (who watch or train in real life) often take at work because the workgiver was interesting other interests their workers and they understood that this people more clever.					L
2020_MLa_419_2.docx	Argument	The second argument is sport can help people to de not weight and to be a healfy people.					L
2020_MLa_419_2.docx	Elaboration	moreover, this people train their body when they watch sport because during watching a sport people, as a rule, have a lot of emotions.					H
2020_MLa_419_2.docx	Elaboration	For this emotions people's bogy begin to work more hardly and the garmons of this emotion helps to be thin.					H
2020_MLa_419_2.docx	Argument	Besides, watching a sport helps to be a healfy as a people get a good emotion from watching.					H
2020_MLa_419_2.docx	Elaboration	For example, when i watch sport event on TV or real life i get a lot of endorthines and this emotions helps me to be a happy.					H
2020_MLa_419_2.docx	Conclusion	In conclusion, i not agree with people, who say that watching sports ia a waste of time.					L
2020_MLa_419_2.docx	Conclusion	In my opinion, sport is a generation of our life, which helps us to be more clearly and more healfy.					H
2020_MLa_419_2.docx	Conclusion	Sport events on TV or in real life need people for good emotions and happy for future life.					H
2020_MLa_41_2.docx	Introductory material	 Sport has always played a considerable role in people's life, no matter whether they participate in it or they Just watch it.					H
2020_MLa_41_2.docx	Introductory material	However, there are some who consider watching sports events absolutely useless Pastime.					H
2020_MLa_41_2.docx	Thesis	 In my opinion, it can't be a waste of time because it is an integral part of some people's lives and our society.					H
2020_MLa_41_2.docx	Conclusion	 In conclusion, while people may very in their opinions, i strongly believe that under no circumstances should watching a sport event be considered as a waste of time as this pastime has a positive impact both on an individual as well as on the world of sport and society on the whole.					H
2020_MLa_420_2.docx	Thesis	It is argued that watching sports is a unuseful.					H
2020_MLa_420_2.docx	Thesis	This essay disagees with that saggestion completely because of the advantages it brings to people.					L
2020_MLa_420_2.docx	Thesis	The essay will, first, outline reasons why it beneficial for people and then discuss why it is valued by companies.					H
2020_MLa_420_2.docx	Argument	Firstly, It is often argued that visiting live sports events is helpful for human being.					L
2020_MLa_420_2.docx	Argument	It might develop soft skills, such as debate and empathy.					L
2020_MLa_420_2.docx	Elaboration	People can debate with each other about game, strategy of playing.For example, I personally spent a lot of time on live sports events and this gives me some skills, mentioned before.					H
2020_MLa_420_2.docx	Argument	There is always fantasic atmosphere on stadion that make you a good mood.					L
2020_MLa_420_2.docx	Argument	this can be a home hobby too.					L
2020_MLa_420_2.docx	Argument	Secondly, many companies are incraingly looking for this type of experience.					L
2020_MLa_420_2.docx	Elaboration	For instance, big companies, such as apple and samsung, looking for people that likes sports or likes wathing sports because in can develop intellectual skills.					H
2020_MLa_420_2.docx	Argument	People who have this hobbies is often differentiates them from everyone else because waching spotrs can help to make a strategy.					H
2020_MLa_420_2.docx	Elaboration	Making strategi is very useful for all companies to make all in greater.					L
2020_MLa_420_2.docx	Elaboration	It has resulted that people with that hobbies will be preferable for big companies.					L
2020_MLa_420_2.docx	Conclusion	In conclusion, i would like to emphasize that waching sports have a lot of advantages, such as aquiring new skills and finding good job and it will never have bad influence on people.					H
2020_MLa_421_2.docx	Introductory material	It is argued nowadays that watching sports is a useless thing, like a waste time.					H
2020_MLa_421_2.docx	Introductory material	This issue has it own pors and cons, and before refuting this statment, it is worth considering this phenomen from both sides.					L
2020_MLa_421_2.docx	Introductory material	Primarily, those people who find watching sports a wasting times may have the followng reasons.					L
2020_MLa_421_2.docx	Argument	First of all, watching sports is a useless thing because you didnt take part in that sport game, so the resoloult shouldnt mentioned you.					H
2020_MLa_421_2.docx	Argument	Moreover, we all know that stupid supporters, who drink alchocol, come to the stadion and starting to fight.					L
2020_MLa_421_2.docx	Elaboration	That type of people make incorrect amoral things, so normal people hate that types of fan's and started to think that every people, who loves and watch sports are mad and crazy like those.					L
2020_MLa_421_2.docx	Argument	However, there is an opinion that waitching sport is a right thing.					L
2020_MLa_421_2.docx	Argument	On another note, people can take off all stress and psychological troubles.					L
2020_MLa_421_2.docx	Elaboration	Becouse while watching active sport games your mind will take a lot of adrenalin and another gormones, that make your more calm and cute.					L
2020_MLa_421_2.docx	Elaboration	According the latest Oxford's research, people which watching sports regulary rarely have a depression, than people who didnt watching.					H
2020_MLa_421_2.docx	Conclusion	To conclude, in my view, there should be balance in watching sports.					H
2020_MLa_421_2.docx	Conclusion	Of course, time to time you should go to the stadion with your friend to watch how play your city's team, support them and take the stress off.					L
2020_MLa_421_2.docx	Conclusion	Anyway, we cant dont remember that we have our own duty, so you shouldnt spent all your time for watching sports.					H
2020_MLa_421_2.docx	Conclusion	The better way, is a one or two hours in week spent for that thing.					L
2020_MLa_422_2.docx	Introductory material	It is argued that watching sports either on TV at live sports events is a waste of time.					H
2020_MLa_422_2.docx	Introductory material	This essay will agrees with that suggestion completely because of it is bad for our health.					L
2020_MLa_422_2.docx	Introductory material	This essay will, first, look at how watching sports either on TV at live sports events are not useful for our health and then discuss how watching sports either on TV at live sports events makes people more stupid.					H
2020_MLa_422_2.docx	Argument	First of all, watching sports either on TV at live sports events is not useful for our health, it is not help us.					H
2020_MLa_422_2.docx	Elaboration	When people do watching sports either on TV at live sports events, they eat very mush.					H
2020_MLa_422_2.docx	Elaboration	They do a passif lifestyle.					L
2020_MLa_422_2.docx	Elaboration	For example, my father likes watching sports either on TV at live sports events and now he has problems with his health, that said a doctor.					L
2020_MLa_422_2.docx	Conclusion	Therefore people should do active lifestyle, they should not do watching sports either on TV at live sports events, they should do sport.					H
2020_MLa_422_2.docx	Argument	Secondly, watching sports either on TV at live sports events makes our stupid.					H
2020_MLa_422_2.docx	Elaboration	Watching sports either on TV at live sports events relax our brains.					H
2020_MLa_422_2.docx	Elaboration	Regullary watching sports either on TV at live sports events is very dangerous.					H
2020_MLa_422_2.docx	Elaboration	When people do not have any brain proses, they can not do it.					L
2020_MLa_422_2.docx	Elaboration	For instance, according to statistics Harvard university, 70% of people that do watching sports either on TV at live sports events, do not have individual things, the can not think and deside difficult tasks.					L
2020_MLa_422_2.docx	Conclusion	To conclusion I would like to emphasise that people should not be watching sports either on TV at live sports events because it can lied to dangerous consequences as bad health (body and brain).					H
2020_MLa_422_2.docx	Conclusion	So we can say that watching sports either on TV at live sports events is waste of time.					H
2020_MLa_423_2.docx	Introductory material	There is an oppinion that watching sports will not give you anything but the spent time.					H
2020_MLa_423_2.docx	Introductory material	People think that you woud not learn any skills and just take more weight by eating junkfood in front of TV.					L
2020_MLa_423_2.docx	Thesis	I personally disagree with that.					L
2020_MLa_423_2.docx	Thesis	Watching sports either on TV or at live events could make a person love sport and even encourage him to start a sport careere.					L
2020_MLa_423_2.docx	Thesis	Also, wathing sport could become a interesting tradition fore one's family and help family members to find common interests.					H
2020_MLa_423_2.docx	Introductory material	Watching Sport on TV is not only wasting of time.					L
2020_MLa_423_2.docx	Argument	In situations, when a child wath sport from the very beginig of their life, they understand that sport is something essential, something that should be arund all the time.					L
2020_MLa_423_2.docx	Elaboration	So, these kids are keen on sport, they love tranning, and their physical condition always be good.					H
2020_MLa_423_2.docx	Elaboration	For example, according to statistic, 60 percents of athlets in USA decided to start their careere after they visited local sport event.					H
2020_MLa_423_2.docx	Introductory material	Wathing sport could also become a proper family tradition.					L
2020_MLa_423_2.docx	Argument	A family members, that united by special hobby will be much cluser to each other.					H
2020_MLa_423_2.docx	Elaboration	And it does not matter, wich sport people are interested in, they will still spend their time with family.					H
2020_MLa_423_2.docx	Elaboration	For example, my family and i watched sport togeter since i remember.					H
2020_MLa_423_2.docx	Elaboration	Even now, when i left home we still keep that tradition, that made our family so strong.					H
2020_MLa_423_2.docx	Conclusion	In conclusion, wathing sport is not a waste of time.					L
2020_MLa_423_2.docx	Conclusion	It could bring to life new athlets, keep children's boody fit and unite members of family.					L
2020_MLa_424_2.docx	Introductory material	Today we can meet with the prospect of developed sport industry.					H
2020_MLa_424_2.docx	Introductory material	Several persons believe that there are no reasons to watch sport competitions on TV, others disagree.					L
2020_MLa_424_2.docx	Introductory material	We can not argue that watching sport events is a waste of time for some reasons that will be given in essay.					H
2020_MLa_424_2.docx	Argument	First of all, a lot of people, such as livers of countrysides, invalids, does not have an ability to do their favourite sport.					L
2020_MLa_424_2.docx	Argument	Sometimes it is essetial to have a special sport equipment or financial resources to get access to specific or common types of sports.					H
2020_MLa_424_2.docx	Elaboration	For exapmle, playing Hockey is a national sport in Russia and bigger part of our country adore it, but at the same time a few number of citizens can afford the protective equipmet for Hockey because of expensive price.					H
2020_MLa_424_2.docx	Argument	Moreover, sport programmes are really great advertising instrument for promoting active healthy live and doing sport.					L
2020_MLa_424_2.docx	Elaboration	If the random person find the TV channel with the sport cometition such as Olimpic games, he can definitely notice a perfect physical conditions of athletes and that can be the motivation for that person to start doing sport in free time.					H
2020_MLa_424_2.docx	Elaboration	For instance, a lot of yougsters start playing football after they saw the UEFA plays at TV with their football stars like Leo Messy or Cristiano Ronaldo.					H
2020_MLa_424_2.docx	Conclusion	To sum up, watching sport competitions has a positive effect on people and it gives an opportunity to people to enjoy their favourite kind of sport.					H
2020_MLa_424_2.docx	Conclusion	That is the reasons why it is hard to state that such spending leisure time as watching sport events on TV is unpurposed.					H
2020_MLa_425_2.docx	Introductory material	It is well-known fact that a lot of people watch TV sports or live sports events.					H
2020_MLa_425_2.docx	Introductory material	Some people think that it good for pleasure time.					L
2020_MLa_425_2.docx	Introductory material	But others belive that it is a thing of waste time.					H
2020_MLa_425_2.docx	Thesis	This essay agrees that whatching sports proggrams is bad a idea.					L
2020_MLa_425_2.docx	Introductory material	Firstly, i will disscuse of do spots yourself is better whan watch it and secondly, that people can forget avout themselves lives.					L
2020_MLa_425_2.docx	Argument	For one thing is how people feel bad when they sitting a lot of time as programme shows.					L
2020_MLa_425_2.docx	Elaboration	It is therefore agrees that our back in a strong position in this time what brings some ills.					L
2020_MLa_425_2.docx	Elaboration	The best way that people can do it repite with players on TV their exercises or add in those teams.					L
2020_MLa_425_2.docx	Argument	For the other thing is how people follow the events and shows what forget about their plans and sometimes about relative people.					L
2020_MLa_425_2.docx	Elaboration	Moreover, it depends in career and relations in a bad side.					L
2020_MLa_425_2.docx	Elaboration	According to recent research by American research univercity, a lot of people unsave their health with watching only for visual part is a prime exaple.					L
2020_MLa_425_2.docx	Argument	From the opposite side people ladore whatching TV and events of sport.					L
2020_MLa_425_2.docx	Argument	First of all it heps people to relax after busy day.					L
2020_MLa_425_2.docx	Elaboration	Forget about how many works they need to do and their noisy family members.					L
2020_MLa_425_2.docx	Argument	Secondly, if it is lovely family they can whatch this events together and spend a good time.					L
2020_MLa_425_2.docx	Thesis	For instance, I agree what TV spots and events is a waste of time.					L
2020_MLa_425_2.docx	Thesis	There are a lot of things that better for people's relax and spending time together with family such as walking in the park what helps to human's health.					L
2020_MLa_425_2.docx	Conclusion	In coclusion there are two different positions what good and bad of whatching of spots.					L
2020_MLa_426_2.docx	Thesis	It is argued that wathing television sport programs and visiting sport competitions is useless activities.					H
2020_MLa_426_2.docx	Thesis	This essay does not agree with that statement complitely and will discuss, firstly, how important is support for players and teams and than show how can this activity help to make new friends.					L
2020_MLa_426_2.docx	Argument	Firstly, wathing sports on TV and visiting live sports events is not only the way to spend time for sport fans.					L
2020_MLa_426_2.docx	Argument	It is a great way for them to show the support and appreciation for their lovely teams and players.					L
2020_MLa_426_2.docx	Elaboration	Everyone of them always say thanks to the fans for coming to the game or just watching it because it makes them feel the unity with people all around the world, their love and support even they lose the game.					H
2020_MLa_426_2.docx	Elaboration	For example, the famouse tennis player Rafael Nadal always says in the interviews that fans support is one the most significant part of success of every player.					H
2020_MLa_426_2.docx	Argument	Secondly, fans are a kind of community where people gather together to not only wath the games or get a chance to meet the player or team they are crazy about but also share their feelings and find new friend with the same interests and hobbies.					L
2020_MLa_426_2.docx	Elaboration	People often watch games together, make fans meeting or conferencies to discusse passed games and involving into this events allows many of them become a part of social group with common ideas, interests and passion.					H
2020_MLa_426_2.docx	Elaboration	For instance, according to recent reseach by Oxford University 67% of football fans met their best friends at the games and they belived that it is long-lasting friendship because of the unity of interests.					H
2020_MLa_426_2.docx	Conclusion	To conclude, some people claim that vising sport games or watching it on TV is loosing time.					H
2020_MLa_426_2.docx	Conclusion	This is not true because sport games allows people to support the teams and players and also it is a good way to familiarise new people and become a part of community.					H
2020_MLa_427_2.docx	Thesis	It is argued that people who like to use sport translations or visit stadiums for sport events are just missing their free time.					H
2020_MLa_427_2.docx	Thesis	This essay agrees with that suggestion completely because of the benefits spending time without such stuff brings to people.					L
2020_MLa_427_2.docx	Thesis	The essay will, first, discuss that participating in sport events more profitable than watching, and, second, give an arguments that cancel from TV sport translation can be financial useful.					H
2020_MLa_427_2.docx	Argument	It is clear that doing diffrent sport activities and exersises have a stong positive impact for mental and pisical health of people.					H
2020_MLa_427_2.docx	Elaboration	When you are watching sports on TV or visiting live sports events you lose your free time on activity which do not give such a wonderful results like a self-doing sport.					H
2020_MLa_427_2.docx	Elaboration	For example, 1 year ago i personally made a decision that i will better play basketball in the playground with my friends, than watch TV translation and after several months i have got a wonderful results: my stamina improved so strong that i can runned maraphon on medium distantion without any problems.					H
2020_MLa_427_2.docx	Elaboration	Moreover, my common fit became vore athletic.					H
2020_MLa_427_2.docx	Argument	Another argument for spending time out of watching sports on TV or on stadiums is that the money you spend on TV sports abonement and the cost of acces in the stadium can be spend on more useful and important things or can be even saved.					L
2020_MLa_427_2.docx	Elaboration	"TV abonements on best sports channels cost a lot of money, for example, abonement on ""World football"" channel costs 50 dollars per mounth, if you will make a decision not to carried this abomement you can saved 600 dollars in year it is a truely big amount of money."					H
2020_MLa_427_2.docx	Elaboration	And you can spend it on a lot of useful things even on bike bought for keeping fit and healhty.					L
2020_MLa_427_2.docx	Conclusion	In conclusion, i would like to emphasize that self-participaiting in sports event is more useful for your mental and phisical health.					L
2020_MLa_427_2.docx	Conclusion	Moreover, the cancel from TV abonements and accses in stadium provide an opportunity to save some money or spend it on the real important things.					H
2020_MLa_428_2.docx	Thesis	Nowadays there are a lot of sport fans and they watched it by the TV or they visit sport competitions, but some people think that watching sports is not nesessary thing in our lives.					H
2020_MLa_428_2.docx	Thesis	I completely disagree with this opinion, because I am convinced that sport competitions can help you to relax and this type of leisure allows you to feel a motivation to do any sport activities.					H
2020_MLa_428_2.docx	Argument	The first Elaboration in support to my point of view is a relaxing effect brings sport.					H
2020_MLa_428_2.docx	Elaboration	When the person watch sport competitions, he can shift his attention from daily worrying problems on his personal happiness.					H
2020_MLa_428_2.docx	Elaboration	It allows to get the pleasure and mental health.					H
2020_MLa_428_2.docx	Elaboration	For example, recent research of Oxford University, 58% of men and women feel no headacke after watching sport competitions on TV.					H
2020_MLa_428_2.docx	Argument	The second Elaboration is that sport competitions can motivate you to do sport.					H
2020_MLa_428_2.docx	Elaboration	Every day many famous sportsmens inspire us to do new activities and support our health.					H
2020_MLa_428_2.docx	Elaboration	For instance, according to statictics, 70% of sport fans decide to do sport after watching a really football match.					L
2020_MLa_428_2.docx	Conclusion	In conclusion, I would like to emphasize that some people beilived that sports waste your time, but I disagree with this opinion because watching sports can bring the relax to people and can inspire persons to achieve their goals and do sport daily					H
2020_MLa_429_2.docx	Introductory material	It is argued that spending your spare time either observing sports events on TV or attending them lively is not a wised way to spend it.					H
2020_MLa_429_2.docx	Introductory material	Some people think that this kind of activity is a waste of time while others strongly disagree.					H
2020_MLa_429_2.docx	Thesis	This essay will discuss both points of view.					L
2020_MLa_429_2.docx	Argument	On the one hand, there are some people who declaire that watching sports events is not useful way to spend your time.					L
2020_MLa_429_2.docx	Elaboration	It can demand a lot of time and money while there is no practical help.					L
2020_MLa_429_2.docx	Elaboration	For example, the football tickets for whole family costs quiet high especially if you want to get the nearest places to the football field.					H
2020_MLa_429_2.docx	Elaboration	However, if you do not want to spend too much money you can buy tickets at the farest seats or just watch it in TV.					H
2020_MLa_429_2.docx	Argument	On the other hand, there are those who disagree and think that it is a pleasant wau of spending your time.					L
2020_MLa_429_2.docx	Elaboration	Whole family members or friends can gather together.					L
2020_MLa_429_2.docx	Elaboration	Besides, it is a memorable event which allow you take a lot of pictures and energy.					L
2020_MLa_429_2.docx	Elaboration	For instance, attending football match and supporting one team by all members of family and friends can lead to uniting.					L
2020_MLa_429_2.docx	Conclusion	In conclusion, there are different opinions on this issue.					L
2020_MLa_429_2.docx	Conclusion	One considers that sports events inspit of their holding form is not a wised way to spend time.					L
2020_MLa_429_2.docx	Conclusion	In contrast, others are sure that it is a quiet good way.					L
2020_MLa_429_2.docx	Conclusion	Overall, from my perspective of view it is worth to watch sports events because it does not need to much efforts or money and at same time brings benefits for your mood.					L
2020_MLa_42_2.docx	Introductory material	Sport is too important thing in our life.					H
2020_MLa_42_2.docx	Introductory material	Some people prefer to do sport, others like to watch sports (on TV, for example) sitting on a sofa.					H
2020_MLa_42_2.docx	Thesis	 Both ways are too interesting to my mind.					L
2020_MLa_42_2.docx	Argument	 As for me watching sports (for example, watching football games) gives me an ability to forget about some problems and to relax myself.					L
2020_MLa_42_2.docx	Argument	Besides, watching sports let me to know a lot of interesting people which like it too.					L
2020_MLa_42_2.docx	Conclusion	 In conclusion one can say that everything is bad if we spend all of time on this.					L
2020_MLa_430_2.docx	Introductory material	Such hobby as spending time for sports watching is called useless by some people.					H
2020_MLa_430_2.docx	Thesis	This essay absolutely disagrees with the point of view that consider this hobby as time wasting.					H
2020_MLa_430_2.docx	Thesis	Firstly, the essay will discuss how this leisure affects on people's mindset and, secondly, will outline the benefits for teambuilding.					H
2020_MLa_430_2.docx	Argument	Watching sports positively affects on people's, especially men's, mental health.					H
2020_MLa_430_2.docx	Elaboration	While the watching process someone is able to distract from life problems and just enjoy the game.					H
2020_MLa_430_2.docx	Elaboration	Moreover, people have oppotunity to give away bad emotions in non-violent way.					L
2020_MLa_430_2.docx	Elaboration	For example, the researches show that people who visit sport events are less agressive in home and work life.					L
2020_MLa_430_2.docx	Argument	Another good result of this leisure is that mates or co-workers can watch a game together.					H
2020_MLa_430_2.docx	Elaboration	When several hardly known people gather together to support a certain team their level of trust to each other is developing.					L
2020_MLa_430_2.docx	Elaboration	It also an easy way to talk informally and know someone's interests closer while whatching a game.					L
2020_MLa_430_2.docx	Elaboration	For instanse, in one of the ''Office'' episodes the characters watched basketball after work.					L
2020_MLa_430_2.docx	Conclusion	To conclude, despite the negative attitude to watching sport games or events, the hobby has much more beneficial such as improvement of mentality and mood in non-violent way and also it is great for establishing friendly atmosphere in the different collectives.					L
2020_MLa_431_2.docx	Introductory material	It is argued that seeing sport events on different gadgets is not a good idea, while there are others who think that it is a good for them.					H
2020_MLa_431_2.docx	Thesis	This essay agrees that watching sport with the help of different gadgets is a good idea.					H
2020_MLa_431_2.docx	Thesis	This essay will firstly, look at how peple can see sport competitions at any place and secondly, how it can be very usefull for people.					H
2020_MLa_431_2.docx	Argument	To begin, not everyone has an opportunuty to visit the place where happening sport competition.					H
2020_MLa_431_2.docx	Elaboration	Person can have an important thinks that he should do in time.					L
2020_MLa_431_2.docx	Elaboration	Evevn person is located in another country he can watch this sport event.					L
2020_MLa_431_2.docx	Elaboration	For example, my father likes footbal game.					L
2020_MLa_431_2.docx	Elaboration	He fonds of watching it and visiting games in different cities.					H
2020_MLa_431_2.docx	Elaboration	But he has a jpb, that he can not to leave.					L
2020_MLa_431_2.docx	Elaboration	Even if he had some holidays the game will end at this momet.					L
2020_MLa_431_2.docx	Argument	The second reason is that watcing sport events by this ways can help people.					L
2020_MLa_431_2.docx	Elaboration	At our world in last time we had not good situation, because there are a lot of deseases.					L
2020_MLa_431_2.docx	Elaboration	It can be dangerouse for people to visit big sport events, because in one place will be a lot of people.					L
2020_MLa_431_2.docx	Elaboration	Figure skating competition is a prime example.					L
2020_MLa_431_2.docx	Elaboration	In the Perm two months ago was this sport evet.					L
2020_MLa_431_2.docx	Elaboration	But from pandemic organizators made on-line translation to parents and relatives could support their children.					L
2020_MLa_431_2.docx	Conclusion	To conlude, watching different sport events is a good way of visiting sport events on distance, because if a persone have not got free time he can do by this.					L
2020_MLa_431_2.docx	Conclusion	Besides, it is good for protecting people.					L
2020_MLa_432_2.docx	Thesis	It' is argued that watching sports events is a waste of time.					H
2020_MLa_432_2.docx	Thesis	This essay agrees with that suggetion completely bacause of sport during last 20 years became financial and political instrument.					H
2020_MLa_432_2.docx	Thesis	This essay will, first, look at how nowadays many sportmens using dopping, and then disscus how current sport became a political instrument, which using to increase country's authority in global area.					H
2020_MLa_432_2.docx	Argument	Firstly, from the Ancient times sport was using only like a competition between best sportsmens in the World and the champion became the most famous human.					H
2020_MLa_432_2.docx	Elaboration	But nowadays, with development of science and genetics many sportsmens use different adds and medicine to take the first place in Olimpic Games or World Cup.					H
2020_MLa_432_2.docx	Elaboration	For example, in the Olimpic Games, which spent in Sochi in 2014 more then 50% of Russian sportsmens using dopping and were caught by WADA.					H
2020_MLa_432_2.docx	Argument	Secondly, during last 50 years any Olimpic Games used goverments such an insrtument to take preasure on the other states.					H
2020_MLa_432_2.docx	Elaboration	For instance, that situation was in 1980 year, when Olimpic Games was spend in Moscow and many sportsmens from capitalistic states, such as USA.					H
2020_MLa_432_2.docx	Elaboration	Canada and others were ignored this games.					H
2020_MLa_432_2.docx	Elaboration	The main idea of Olimpic Games, what all strong sportsmens always take part iin games was violated.					H
2020_MLa_432_2.docx	Conclusion	In conclusion, I would like to emphasize that wathcing sport today is realy a waste of time, bacause while sports will use by governments like a political instrument and sportsmens using dopping to reach a good places, many peoples won't even watch any sport evets.					H
2020_MLa_433_2.docx	Introductory material	Nowadays there are a lot of fans sport events and not all people have opportunities to visit it at live or buy ticket.					H
2020_MLa_433_2.docx	Introductory material	Because of that some people think that watching sport it is a good chance to spend free time.					H
2020_MLa_433_2.docx	Introductory material	But other people claim that it is a not useful time for you.					H
2020_MLa_433_2.docx	Thesis	I agree that watching sports TV is interesting and useful because you can known about history of this kind of sports or if you fan support your favourite team.					L
2020_MLa_433_2.docx	Argument	Some people claim that sport TV give the people in the different part of the world chance to see their lovely match and it is great because in our world there are many poor people.					H
